File	Velocity(km/s)	Velocity_error(km/s)	Sigma(km/s)	Sigma_error(km/s)	h3	h3_error	h4	h4_error
spectrum_xpos_10_ypos_10_fiber_number_0441_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_10_ypos_11_fiber_number_0442_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_10_ypos_12_fiber_number_0443_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_10_ypos_13_fiber_number_0444_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_10_ypos_14_fiber_number_0445_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_10_ypos_15_fiber_number_0446_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_10_ypos_16_fiber_number_0447_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_10_ypos_17_fiber_number_0448_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_10_ypos_18_fiber_number_0449_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_10_ypos_19_fiber_number_0450_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_10_ypos_20_fiber_number_0451_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_10_ypos_21_fiber_number_0452_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_10_ypos_22_fiber_number_0453_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_10_ypos_23_fiber_number_0454_NGC7025_LR-V.txt	4808.72	4.78	209.46	5.94	0.0250	0.0194	0.0374	0.0210
spectrum_xpos_10_ypos_24_fiber_number_0455_NGC7025_LR-V.txt	4808.72	4.78	209.46	5.94	0.0250	0.0194	0.0374	0.0210
spectrum_xpos_10_ypos_25_fiber_number_0456_NGC7025_LR-V.txt	4808.72	4.78	209.46	5.94	0.0250	0.0194	0.0374	0.0210
spectrum_xpos_10_ypos_26_fiber_number_0457_NGC7025_LR-V.txt	4808.72	4.78	209.46	5.94	0.0250	0.0194	0.0374	0.0210
spectrum_xpos_10_ypos_27_fiber_number_0458_NGC7025_LR-V.txt	4808.72	4.78	209.46	5.94	0.0250	0.0194	0.0374	0.0210
spectrum_xpos_10_ypos_28_fiber_number_0459_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_10_ypos_29_fiber_number_0460_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_10_ypos_30_fiber_number_0461_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_10_ypos_31_fiber_number_0462_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_10_ypos_32_fiber_number_0463_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_10_ypos_33_fiber_number_0464_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_10_ypos_34_fiber_number_0465_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_10_ypos_35_fiber_number_0466_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_10_ypos_36_fiber_number_0467_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_10_ypos_37_fiber_number_0468_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_10_ypos_38_fiber_number_0469_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_10_ypos_39_fiber_number_0470_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_10_ypos_40_fiber_number_0471_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_10_ypos_41_fiber_number_0472_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_10_ypos_42_fiber_number_0473_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_11_ypos_00_fiber_number_0474_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_11_ypos_01_fiber_number_0475_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_11_ypos_02_fiber_number_0476_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_11_ypos_03_fiber_number_0477_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_11_ypos_04_fiber_number_0478_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_11_ypos_05_fiber_number_0479_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_11_ypos_06_fiber_number_0480_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_11_ypos_07_fiber_number_0481_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_11_ypos_08_fiber_number_0482_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_11_ypos_09_fiber_number_0483_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_11_ypos_10_fiber_number_0484_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_11_ypos_11_fiber_number_0485_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_11_ypos_12_fiber_number_0486_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_11_ypos_13_fiber_number_0487_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_11_ypos_14_fiber_number_0488_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_11_ypos_15_fiber_number_0489_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_11_ypos_16_fiber_number_0490_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_11_ypos_17_fiber_number_0491_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_11_ypos_18_fiber_number_0492_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_11_ypos_19_fiber_number_0493_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_11_ypos_20_fiber_number_0494_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_11_ypos_21_fiber_number_0495_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_11_ypos_22_fiber_number_0496_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_11_ypos_23_fiber_number_0497_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_11_ypos_24_fiber_number_0498_NGC7025_LR-V.txt	4808.72	4.78	209.46	5.94	0.0250	0.0194	0.0374	0.0210
spectrum_xpos_11_ypos_25_fiber_number_0499_NGC7025_LR-V.txt	4808.72	4.78	209.46	5.94	0.0250	0.0194	0.0374	0.0210
spectrum_xpos_11_ypos_26_fiber_number_0500_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_11_ypos_27_fiber_number_0501_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_11_ypos_28_fiber_number_0502_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_11_ypos_29_fiber_number_0503_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_11_ypos_30_fiber_number_0504_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_11_ypos_31_fiber_number_0505_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_11_ypos_32_fiber_number_0506_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_11_ypos_33_fiber_number_0507_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_11_ypos_34_fiber_number_0508_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_11_ypos_35_fiber_number_0509_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_11_ypos_36_fiber_number_0510_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_11_ypos_37_fiber_number_0511_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_11_ypos_38_fiber_number_0512_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_11_ypos_39_fiber_number_0513_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_11_ypos_40_fiber_number_0514_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_11_ypos_41_fiber_number_0515_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_11_ypos_42_fiber_number_0516_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_12_ypos_00_fiber_number_0517_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_12_ypos_01_fiber_number_0518_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_12_ypos_02_fiber_number_0519_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_12_ypos_03_fiber_number_0520_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_12_ypos_04_fiber_number_0521_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_12_ypos_05_fiber_number_0522_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_12_ypos_06_fiber_number_0523_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_12_ypos_07_fiber_number_0524_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_12_ypos_08_fiber_number_0525_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_12_ypos_09_fiber_number_0526_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_12_ypos_10_fiber_number_0527_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_12_ypos_11_fiber_number_0528_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_12_ypos_12_fiber_number_0529_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_12_ypos_13_fiber_number_0530_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_12_ypos_14_fiber_number_0531_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_12_ypos_15_fiber_number_0532_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_12_ypos_16_fiber_number_0533_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_12_ypos_17_fiber_number_0534_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_12_ypos_18_fiber_number_0535_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_12_ypos_19_fiber_number_0536_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_12_ypos_20_fiber_number_0537_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_12_ypos_21_fiber_number_0538_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_12_ypos_22_fiber_number_0539_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_12_ypos_23_fiber_number_0540_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_12_ypos_24_fiber_number_0541_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_12_ypos_25_fiber_number_0542_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_12_ypos_26_fiber_number_0543_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_12_ypos_27_fiber_number_0544_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_12_ypos_28_fiber_number_0545_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_12_ypos_29_fiber_number_0546_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_12_ypos_30_fiber_number_0547_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_12_ypos_31_fiber_number_0548_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_12_ypos_32_fiber_number_0549_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_12_ypos_33_fiber_number_0550_NGC7025_LR-V.txt	4764.43	4.31	178.92	5.30	0.1504	0.0194	0.0762	0.0237
spectrum_xpos_12_ypos_34_fiber_number_0551_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_12_ypos_35_fiber_number_0552_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_12_ypos_36_fiber_number_0553_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_12_ypos_37_fiber_number_0554_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_12_ypos_38_fiber_number_0555_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_12_ypos_39_fiber_number_0556_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_12_ypos_40_fiber_number_0557_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_12_ypos_41_fiber_number_0558_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_12_ypos_42_fiber_number_0559_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_13_ypos_00_fiber_number_0560_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_13_ypos_01_fiber_number_0561_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_13_ypos_02_fiber_number_0562_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_13_ypos_03_fiber_number_0563_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_13_ypos_04_fiber_number_0564_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_13_ypos_05_fiber_number_0565_NGC7025_LR-V.txt	4922.06	6.19	169.20	7.65	-0.0201	0.0317	0.0268	0.0342
spectrum_xpos_13_ypos_06_fiber_number_0566_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_13_ypos_07_fiber_number_0567_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_13_ypos_08_fiber_number_0568_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_13_ypos_09_fiber_number_0569_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_13_ypos_10_fiber_number_0570_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_13_ypos_11_fiber_number_0571_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_13_ypos_12_fiber_number_0572_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_13_ypos_13_fiber_number_0573_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_13_ypos_14_fiber_number_0574_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_13_ypos_15_fiber_number_0575_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_13_ypos_16_fiber_number_0576_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_13_ypos_17_fiber_number_0577_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_13_ypos_18_fiber_number_0578_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_13_ypos_19_fiber_number_0579_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_13_ypos_20_fiber_number_0580_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_13_ypos_21_fiber_number_0581_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_13_ypos_22_fiber_number_0582_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_13_ypos_23_fiber_number_0583_NGC7025_LR-V.txt	4826.75	3.88	206.07	5.00	0.0475	0.0163	0.0482	0.0181
spectrum_xpos_13_ypos_24_fiber_number_0584_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_13_ypos_25_fiber_number_0585_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_13_ypos_26_fiber_number_0586_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_13_ypos_27_fiber_number_0587_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_13_ypos_28_fiber_number_0588_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_13_ypos_29_fiber_number_0589_NGC7025_LR-V.txt	4770.21	3.50	205.07	4.50	0.0749	0.0145	0.0542	0.0164
spectrum_xpos_13_ypos_30_fiber_number_0590_NGC7025_LR-V.txt	4761.91	3.69	204.25	4.48	0.1014	0.0151	0.0366	0.0171
spectrum_xpos_13_ypos_31_fiber_number_0591_NGC7025_LR-V.txt	4761.91	3.69	204.25	4.48	0.1014	0.0151	0.0366	0.0171
spectrum_xpos_13_ypos_32_fiber_number_0592_NGC7025_LR-V.txt	4761.91	3.69	204.25	4.48	0.1014	0.0151	0.0366	0.0171
spectrum_xpos_13_ypos_33_fiber_number_0593_NGC7025_LR-V.txt	4761.91	3.69	204.25	4.48	0.1014	0.0151	0.0366	0.0171
spectrum_xpos_13_ypos_34_fiber_number_0594_NGC7025_LR-V.txt	4761.91	3.69	204.25	4.48	0.1014	0.0151	0.0366	0.0171
spectrum_xpos_13_ypos_35_fiber_number_0595_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_13_ypos_36_fiber_number_0596_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_13_ypos_37_fiber_number_0597_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_13_ypos_38_fiber_number_0598_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_13_ypos_39_fiber_number_0599_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_13_ypos_40_fiber_number_0600_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_13_ypos_41_fiber_number_0601_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_13_ypos_42_fiber_number_0602_NGC7025_LR-V.txt	4791.83	5.03	198.43	6.46	0.0164	0.0223	0.0424	0.0238
spectrum_xpos_14_ypos_00_fiber_number_0603_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_14_ypos_01_fiber_number_0604_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_14_ypos_02_fiber_number_0605_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_14_ypos_03_fiber_number_0606_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_14_ypos_04_fiber_number_0607_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_14_ypos_05_fiber_number_0608_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_14_ypos_06_fiber_number_0609_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_14_ypos_07_fiber_number_0610_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_14_ypos_08_fiber_number_0611_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_14_ypos_09_fiber_number_0612_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_14_ypos_10_fiber_number_0613_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_14_ypos_11_fiber_number_0614_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_14_ypos_12_fiber_number_0615_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_14_ypos_13_fiber_number_0616_NGC7025_LR-V.txt	4909.43	4.29	190.44	5.42	-0.0247	0.0197	0.0363	0.0215
spectrum_xpos_14_ypos_14_fiber_number_0617_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_14_ypos_15_fiber_number_0618_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_14_ypos_16_fiber_number_0619_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
spectrum_xpos_14_ypos_17_fiber_number_0620_NGC7025_LR-V.txt	4870.50	4.39	205.03	5.19	0.0422	0.0182	0.0086	0.0203
