File	Velocity(km/s)	Velocity_error(km/s)	Sigma(km/s)	Sigma_error(km/s)	h3	h3_error	h4	h4_error
spectrum_xpos_20_ypos_06_fiber_number_0867_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_20_ypos_07_fiber_number_0868_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_20_ypos_08_fiber_number_0869_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_20_ypos_09_fiber_number_0870_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_20_ypos_10_fiber_number_0871_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_20_ypos_11_fiber_number_0872_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_20_ypos_12_fiber_number_0873_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_20_ypos_13_fiber_number_0874_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_20_ypos_14_fiber_number_0875_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_20_ypos_15_fiber_number_0876_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_20_ypos_16_fiber_number_0877_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_20_ypos_17_fiber_number_0878_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_20_ypos_18_fiber_number_0879_NGC7025_LR-V.txt	4889.38	2.90	230.78	3.66	-0.0147	0.0109	0.0418	0.0116
spectrum_xpos_20_ypos_19_fiber_number_0880_NGC7025_LR-V.txt	4889.38	2.90	230.78	3.66	-0.0147	0.0109	0.0418	0.0116
spectrum_xpos_20_ypos_20_fiber_number_0881_NGC7025_LR-V.txt	4889.38	2.90	230.78	3.66	-0.0147	0.0109	0.0418	0.0116
spectrum_xpos_20_ypos_21_fiber_number_0882_NGC7025_LR-V.txt	4860.85	3.01	232.69	3.97	-0.0217	0.0112	0.0662	0.0122
spectrum_xpos_20_ypos_22_fiber_number_0883_NGC7025_LR-V.txt	4860.85	3.01	232.69	3.97	-0.0217	0.0112	0.0662	0.0122
spectrum_xpos_20_ypos_23_fiber_number_0884_NGC7025_LR-V.txt	4817.80	2.78	227.53	3.54	0.0331	0.0106	0.0443	0.0114
spectrum_xpos_20_ypos_24_fiber_number_0885_NGC7025_LR-V.txt	4817.80	2.78	227.53	3.54	0.0331	0.0106	0.0443	0.0114
spectrum_xpos_20_ypos_25_fiber_number_0886_NGC7025_LR-V.txt	4817.80	2.78	227.53	3.54	0.0331	0.0106	0.0443	0.0114
spectrum_xpos_20_ypos_26_fiber_number_0887_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_20_ypos_27_fiber_number_0888_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_20_ypos_28_fiber_number_0889_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_20_ypos_29_fiber_number_0890_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_20_ypos_30_fiber_number_0891_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_20_ypos_31_fiber_number_0892_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_20_ypos_32_fiber_number_0893_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_20_ypos_33_fiber_number_0894_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_20_ypos_34_fiber_number_0895_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_20_ypos_35_fiber_number_0896_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_20_ypos_36_fiber_number_0897_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_20_ypos_37_fiber_number_0898_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_20_ypos_38_fiber_number_0899_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_20_ypos_39_fiber_number_0900_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_20_ypos_40_fiber_number_0901_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_20_ypos_41_fiber_number_0902_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_20_ypos_42_fiber_number_0903_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_21_ypos_00_fiber_number_0904_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_21_ypos_01_fiber_number_0905_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_21_ypos_02_fiber_number_0906_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_21_ypos_03_fiber_number_0907_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_21_ypos_04_fiber_number_0908_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_21_ypos_05_fiber_number_0909_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_21_ypos_06_fiber_number_0910_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_21_ypos_07_fiber_number_0911_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_21_ypos_08_fiber_number_0912_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_21_ypos_09_fiber_number_0913_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_21_ypos_10_fiber_number_0914_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_21_ypos_11_fiber_number_0915_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_21_ypos_12_fiber_number_0916_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_21_ypos_13_fiber_number_0917_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_21_ypos_14_fiber_number_0918_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_21_ypos_15_fiber_number_0919_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_21_ypos_16_fiber_number_0920_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_21_ypos_17_fiber_number_0921_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_21_ypos_18_fiber_number_0922_NGC7025_LR-V.txt	4930.64	2.88	238.50	3.63	0.0053	0.0105	0.0470	0.0110
spectrum_xpos_21_ypos_19_fiber_number_0923_NGC7025_LR-V.txt	4889.38	2.90	230.78	3.66	-0.0147	0.0109	0.0418	0.0116
spectrum_xpos_21_ypos_20_fiber_number_0924_NGC7025_LR-V.txt	4889.38	2.90	230.78	3.66	-0.0147	0.0109	0.0418	0.0116
spectrum_xpos_21_ypos_21_fiber_number_0925_NGC7025_LR-V.txt	4860.85	3.01	232.69	3.97	-0.0217	0.0112	0.0662	0.0122
spectrum_xpos_21_ypos_22_fiber_number_0926_NGC7025_LR-V.txt	4860.85	3.01	232.69	3.97	-0.0217	0.0112	0.0662	0.0122
spectrum_xpos_21_ypos_23_fiber_number_0927_NGC7025_LR-V.txt	4865.70	2.76	233.59	3.49	-0.0188	0.0102	0.0475	0.0109
spectrum_xpos_21_ypos_24_fiber_number_0928_NGC7025_LR-V.txt	4865.70	2.76	233.59	3.49	-0.0188	0.0102	0.0475	0.0109
spectrum_xpos_21_ypos_25_fiber_number_0929_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_21_ypos_26_fiber_number_0930_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_21_ypos_27_fiber_number_0931_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_21_ypos_28_fiber_number_0932_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_21_ypos_29_fiber_number_0933_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_21_ypos_30_fiber_number_0934_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_21_ypos_31_fiber_number_0935_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_21_ypos_32_fiber_number_0936_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_21_ypos_33_fiber_number_0937_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_21_ypos_34_fiber_number_0938_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_21_ypos_35_fiber_number_0939_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_21_ypos_36_fiber_number_0940_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_21_ypos_37_fiber_number_0941_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_21_ypos_38_fiber_number_0942_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_21_ypos_39_fiber_number_0943_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_21_ypos_40_fiber_number_0944_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_21_ypos_41_fiber_number_0945_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_21_ypos_42_fiber_number_0946_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_22_ypos_00_fiber_number_0947_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_22_ypos_01_fiber_number_0948_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_22_ypos_02_fiber_number_0949_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_22_ypos_03_fiber_number_0950_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_22_ypos_04_fiber_number_0951_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_22_ypos_05_fiber_number_0952_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_22_ypos_06_fiber_number_0953_NGC7025_LR-V.txt	4952.01	4.89	199.03	7.02	-0.0130	0.0213	0.1197	0.0240
spectrum_xpos_22_ypos_07_fiber_number_0954_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_22_ypos_08_fiber_number_0955_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_22_ypos_09_fiber_number_0956_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_22_ypos_10_fiber_number_0957_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_22_ypos_11_fiber_number_0958_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_22_ypos_12_fiber_number_0959_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_22_ypos_13_fiber_number_0960_NGC7025_LR-V.txt	4956.43	3.94	202.24	5.17	-0.0288	0.0167	0.0670	0.0184
spectrum_xpos_22_ypos_14_fiber_number_0961_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_22_ypos_15_fiber_number_0962_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_22_ypos_16_fiber_number_0963_NGC7025_LR-V.txt	4941.80	3.28	215.87	4.09	-0.0281	0.0132	0.0367	0.0142
spectrum_xpos_22_ypos_17_fiber_number_0964_NGC7025_LR-V.txt	4930.64	2.88	238.50	3.63	0.0053	0.0105	0.0470	0.0110
spectrum_xpos_22_ypos_18_fiber_number_0965_NGC7025_LR-V.txt	4930.64	2.88	238.50	3.63	0.0053	0.0105	0.0470	0.0110
spectrum_xpos_22_ypos_19_fiber_number_0966_NGC7025_LR-V.txt	4930.64	2.88	238.50	3.63	0.0053	0.0105	0.0470	0.0110
spectrum_xpos_22_ypos_20_fiber_number_0967_NGC7025_LR-V.txt	4906.00	2.70	234.07	3.49	-0.0031	0.0100	0.0562	0.0107
spectrum_xpos_22_ypos_21_fiber_number_0968_NGC7025_LR-V.txt	4906.00	2.70	234.07	3.49	-0.0031	0.0100	0.0562	0.0107
spectrum_xpos_22_ypos_22_fiber_number_0969_NGC7025_LR-V.txt	4865.70	2.76	233.59	3.49	-0.0188	0.0102	0.0475	0.0109
spectrum_xpos_22_ypos_23_fiber_number_0970_NGC7025_LR-V.txt	4865.70	2.76	233.59	3.49	-0.0188	0.0102	0.0475	0.0109
spectrum_xpos_22_ypos_24_fiber_number_0971_NGC7025_LR-V.txt	4865.70	2.76	233.59	3.49	-0.0188	0.0102	0.0475	0.0109
spectrum_xpos_22_ypos_25_fiber_number_0972_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_22_ypos_26_fiber_number_0973_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_22_ypos_27_fiber_number_0974_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_22_ypos_28_fiber_number_0975_NGC7025_LR-V.txt	4821.32	2.85	223.95	3.57	0.0455	0.0110	0.0392	0.0120
spectrum_xpos_22_ypos_29_fiber_number_0976_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_22_ypos_30_fiber_number_0977_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_22_ypos_31_fiber_number_0978_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_22_ypos_32_fiber_number_0979_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_22_ypos_33_fiber_number_0980_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_22_ypos_34_fiber_number_0981_NGC7025_LR-V.txt	4789.95	3.14	218.14	4.13	0.0483	0.0124	0.0615	0.0138
spectrum_xpos_22_ypos_35_fiber_number_0982_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_22_ypos_36_fiber_number_0983_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_22_ypos_37_fiber_number_0984_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_22_ypos_38_fiber_number_0985_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_22_ypos_39_fiber_number_0986_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_22_ypos_40_fiber_number_0987_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_22_ypos_41_fiber_number_0988_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_22_ypos_42_fiber_number_0989_NGC7025_LR-V.txt	4800.36	4.56	195.19	5.31	0.0565	0.0199	-0.0001	0.0226
spectrum_xpos_23_ypos_00_fiber_number_0990_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_23_ypos_01_fiber_number_0991_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_23_ypos_02_fiber_number_0992_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_23_ypos_03_fiber_number_0993_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_23_ypos_04_fiber_number_0994_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_23_ypos_05_fiber_number_0995_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_23_ypos_06_fiber_number_0996_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_23_ypos_07_fiber_number_0997_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_23_ypos_08_fiber_number_0998_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_23_ypos_09_fiber_number_0999_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_23_ypos_10_fiber_number_1000_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_23_ypos_11_fiber_number_1001_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_23_ypos_12_fiber_number_1002_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_23_ypos_13_fiber_number_1003_NGC7025_LR-V.txt	4980.09	3.51	225.64	4.26	-0.0613	0.0131	0.0351	0.0142
spectrum_xpos_23_ypos_14_fiber_number_1004_NGC7025_LR-V.txt	4980.09	3.51	225.64	4.26	-0.0613	0.0131	0.0351	0.0142
spectrum_xpos_23_ypos_15_fiber_number_1005_NGC7025_LR-V.txt	4980.09	3.51	225.64	4.26	-0.0613	0.0131	0.0351	0.0142
spectrum_xpos_23_ypos_16_fiber_number_1006_NGC7025_LR-V.txt	4980.09	3.51	225.64	4.26	-0.0613	0.0131	0.0351	0.0142
spectrum_xpos_23_ypos_17_fiber_number_1007_NGC7025_LR-V.txt	4930.64	2.88	238.50	3.63	0.0053	0.0105	0.0470	0.0110
spectrum_xpos_23_ypos_18_fiber_number_1008_NGC7025_LR-V.txt	4930.64	2.88	238.50	3.63	0.0053	0.0105	0.0470	0.0110
spectrum_xpos_23_ypos_19_fiber_number_1009_NGC7025_LR-V.txt	4930.64	2.88	238.50	3.63	0.0053	0.0105	0.0470	0.0110
spectrum_xpos_23_ypos_20_fiber_number_1010_NGC7025_LR-V.txt	4906.00	2.70	234.07	3.49	-0.0031	0.0100	0.0562	0.0107
spectrum_xpos_23_ypos_21_fiber_number_1011_NGC7025_LR-V.txt	4906.00	2.70	234.07	3.49	-0.0031	0.0100	0.0562	0.0107
spectrum_xpos_23_ypos_22_fiber_number_1012_NGC7025_LR-V.txt	4896.85	2.74	227.42	3.60	-0.0119	0.0104	0.0622	0.0114
spectrum_xpos_23_ypos_23_fiber_number_1013_NGC7025_LR-V.txt	4896.85	2.74	227.42	3.60	-0.0119	0.0104	0.0622	0.0114
spectrum_xpos_23_ypos_24_fiber_number_1014_NGC7025_LR-V.txt	4871.06	2.98	241.06	3.90	-0.0043	0.0107	0.0611	0.0115
spectrum_xpos_23_ypos_25_fiber_number_1015_NGC7025_LR-V.txt	4871.06	2.98	241.06	3.90	-0.0043	0.0107	0.0611	0.0115
spectrum_xpos_23_ypos_26_fiber_number_1016_NGC7025_LR-V.txt	4856.22	3.02	227.42	3.75	0.0041	0.0115	0.0392	0.0122
spectrum_xpos_23_ypos_27_fiber_number_1017_NGC7025_LR-V.txt	4856.22	3.02	227.42	3.75	0.0041	0.0115	0.0392	0.0122
spectrum_xpos_23_ypos_28_fiber_number_1018_NGC7025_LR-V.txt	4856.22	3.02	227.42	3.75	0.0041	0.0115	0.0392	0.0122
spectrum_xpos_23_ypos_29_fiber_number_1019_NGC7025_LR-V.txt	4856.22	3.02	227.42	3.75	0.0041	0.0115	0.0392	0.0122
spectrum_xpos_23_ypos_30_fiber_number_1020_NGC7025_LR-V.txt	4851.45	3.53	211.34	4.45	0.0137	0.0146	0.0382	0.0157
spectrum_xpos_23_ypos_31_fiber_number_1021_NGC7025_LR-V.txt	4851.45	3.53	211.34	4.45	0.0137	0.0146	0.0382	0.0157
spectrum_xpos_23_ypos_32_fiber_number_1022_NGC7025_LR-V.txt	4851.45	3.53	211.34	4.45	0.0137	0.0146	0.0382	0.0157
spectrum_xpos_23_ypos_33_fiber_number_1023_NGC7025_LR-V.txt	4851.45	3.53	211.34	4.45	0.0137	0.0146	0.0382	0.0157
spectrum_xpos_23_ypos_34_fiber_number_1024_NGC7025_LR-V.txt	4851.45	3.53	211.34	4.45	0.0137	0.0146	0.0382	0.0157
spectrum_xpos_23_ypos_35_fiber_number_1025_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_23_ypos_36_fiber_number_1026_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_23_ypos_37_fiber_number_1027_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_23_ypos_38_fiber_number_1028_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_23_ypos_39_fiber_number_1029_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_23_ypos_40_fiber_number_1030_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_23_ypos_41_fiber_number_1031_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_23_ypos_42_fiber_number_1032_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_24_ypos_00_fiber_number_1033_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_24_ypos_01_fiber_number_1034_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_24_ypos_02_fiber_number_1035_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_24_ypos_03_fiber_number_1036_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_24_ypos_04_fiber_number_1037_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_24_ypos_05_fiber_number_1038_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_24_ypos_06_fiber_number_1039_NGC7025_LR-V.txt	4986.36	4.97	205.00	5.78	-0.0358	0.0205	0.0024	0.0231
spectrum_xpos_24_ypos_07_fiber_number_1040_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_24_ypos_08_fiber_number_1041_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_24_ypos_09_fiber_number_1042_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_24_ypos_10_fiber_number_1043_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_24_ypos_11_fiber_number_1044_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
spectrum_xpos_24_ypos_12_fiber_number_1045_NGC7025_LR-V.txt	4994.79	4.41	210.89	5.21	-0.0218	0.0178	0.0207	0.0192
